DniAbonado,NombreAbonado,EmailAbonado,TelefonoAbonado,PrecioCuota,Sucursal,NombreMaquina,DescripcionEjercicio,CantidadSeries,CantidadRepeticiones
35895038,Valerio Bauzà Carbonell,nazaretferran@gmail.com,+34 714 333 995,23787.21,Sucursal Este,Sentadillas,Gluteos,6,17
42646113,Rosendo Pineiro Yanez,morenojoaquin@yahoo.com,+34 718 37 76 84,30053.5,Sucursal Norte,Sentadillas,Resistencia,5,15
34662408,Guiomar del Urena,aurelio07@yahoo.com,+34 714 73 37 28,29309.73,Sucursal Norte,Bicicleta fija,Resistencia,4,8
44938727,Paulino Aroca Pineiro,egamez@bastida-casanova.com,+34729 060 871,29368.48,Sucursal Oeste,Dominadas,Fuerza,5,19
45754592,Rebeca Solano-Rosa,juanito27@mir.es,+34714 213 617,19812.78,Sucursal Sur,Remo,Resistencia,3,12
34913179,Nieves Cardenas Pizarro,zsanz@yahoo.com,+34731255604,32057.02,Sucursal Norte,Sentadillas,Gluteos,4,19
43293736,Alma Godoy Palomar,redondoana-sofia@hotmail.com,+34 748 035 970,31073.04,Sucursal Este,Sentadillas,Resistencia,6,13
21206496,Hector Bermudez Hernando,gprieto@paniagua-toro.com,+34 745 35 14 02,17283.15,Sucursal Norte,Press banca,Resistencia,5,10
45153881,aurea Olive Cantero,campscruz@rios.es,+34 631 759 704,23077.52,Sucursal Oeste,Dominadas,Biceps,4,9
29763125,Jessica Alvarez Gaya,blazquezvilma@soria.com,+34698 241 711,27398.31,Sucursal Centro,Press banca,Fuerza explosiva,4,11
43904709,Dionisio Tur,daniel30@gmail.com,+34703750910,33184.19,Sucursal Centro,Cinta de correr,Resistencia,5,20
48287078,Juan Antonio Gonzalo Folch Solsona,pacaaviles@yahoo.com,+34 901346727,19659.81,Sucursal Oeste,Press banca,Fuerza explosiva,4,17
29715942,Quirino Palomares-Pou,timoteojorda@santiago.es,+34 702504171,38004.99,Sucursal Sur,Cinta de correr,Velocidad,6,13
39381962,Carina Cano Benitez,carlasalas@torrijos.org,+34 713 73 44 43,39341.25,Sucursal Sur,Pesas libres,Triceps,3,15
39159638,Juan Francisco del Calvo,acevedoesperanza@isern.es,+34749 98 68 72,25235.66,Sucursal Este,Sentadillas,Piernas,3,20
27401310,Ruben Donoso Silva,jpina@yahoo.com,+34 665 329 722,37888.58,Sucursal Sur,Dominadas,Fuerza,4,19
47756641,Berto del Tello,leticia64@santamaria-cal.es,+34 712 90 59 14,26200.06,Sucursal Norte,Bicicleta fija,Calentamiento,3,13
25125847,angel del Olivera,hervasnoe@yahoo.com,+34716869431,38121.77,Sucursal Sur,Eliptica,Intervalos,4,16
38879545,Rodolfo Casanova Benavent,luzleticia@briones.org,+34 725501058,20746.38,Sucursal Sur,Sentadillas,Gluteos,4,16
27254639,Calixta Guardiola-Armengol,vbayo@hotmail.com,+34 709 535 180,18607.57,Sucursal Este,Eliptica,Intervalos,6,20
44731237,Nacio Salazar Flores,bcalzada@riera.com,+34 966 660 755,32393.65,Sucursal Sur,Dominadas,Biceps,4,19
21601971,Ambrosio Conesa Valderrama,cquintero@antunez-serra.es,+34718 393 133,19863.1,Sucursal Este,Dominadas,Fuerza,6,13
46899353,Paulino del Bernal,pjorda@uria.es,+34 700 38 74 31,22262.04,Sucursal Norte,Sentadillas,Resistencia,6,16
27581206,Pilar Oriana Somoza Corominas,tfranco@yahoo.com,+34722 429 850,37252.49,Sucursal Este,Sentadillas,Gluteos,3,12
42785067,Blanca Segovia Cordoba,grasadelardo@gmail.com,+34624888679,35662.78,Sucursal Oeste,Bicicleta fija,Resistencia,4,10
36756974,Pepe Canet Roldan,zacariasfont@aleman-canales.com,+34711441014,31746.86,Sucursal Norte,Sentadillas,Piernas,6,8
24232514,Goyo Cordoba,caridadpozuelo@bas.org,+34 716 547 730,35144.51,Sucursal Centro,Remo,Fuerza,5,18
41959323,Dani Calleja Anton,conrado47@gmail.com,+34736200342,35598.9,Sucursal Sur,Remo,Cardio,6,20
29816198,Kike Suarez-Mugica,guiomar53@gmail.com,+34723092959,22939.72,Sucursal Norte,Remo,Resistencia,3,18
23438468,Balduino Rocha Alberola,aazorin@robles-leiva.es,+34 713 75 13 31,35336.68,Sucursal Norte,Sentadillas,Resistencia,6,9
46777558,Soraya Arana Rossello,nildarios@gmail.com,+34 710 688 127,33886.82,Sucursal Este,Eliptica,Intervalos,3,12
24747158,Anibal Albino Mateu Cazorla,consuela11@barral.com,+34742468447,33721.4,Sucursal Centro,Dominadas,Biceps,6,18
36990188,Elisa Molins Prada,lupitapina@jaume.es,+34704 10 62 28,28446.96,Sucursal Este,Sentadillas,Gluteos,3,13
22053401,Aurelio Joel Lopez Merino,nzorrilla@yahoo.com,+34 716219385,22753.2,Sucursal Sur,Sentadillas,Gluteos,4,18
26516141,Ramona del Bellido,perlasanz@gmail.com,+34 724494940,18445.15,Sucursal Este,Dominadas,Espalda,5,20
47221467,Tamara Estevez Velez,andres46@yahoo.com,+34 728 512 035,18669.34,Sucursal Oeste,Cinta de correr,Cardio suave,4,13
21219055,Marino Talavera Gallego,wllamas@ayuso.es,+34 669 24 62 02,18438.21,Sucursal Sur,Eliptica,Intervalos,5,10
24052975,Noemi Abril-Almansa,pozuelorita@uribe.net,+34 966 82 94 91,17721.76,Sucursal Centro,Dominadas,Espalda,5,19
26759274,Eutimio del Castello,zabalamanolo@hotmail.com,+34711 35 83 34,31314.97,Sucursal Oeste,Sentadillas,Gluteos,3,16
33601060,Luisina Armengol Iborra,alegrianando@ramirez-olive.es,+34 709 67 91 34,38225.38,Sucursal Centro,Eliptica,Resistencia,5,12
29640247,Humberto Serra Perello,luciano79@francisco.es,+34 732151589,35560.7,Sucursal Oeste,Dominadas,Fuerza,5,16
27713853,Florinda Revilla,zmarti@yahoo.com,+34730106636,31350.58,Sucursal Oeste,Pesas libres,Triceps,3,11
49881059,Febe Delia Borja Lopez,martinarevilla@hotmail.com,+34 725 11 15 48,39377.77,Sucursal Sur,Pesas libres,Biceps,5,13
40977526,Nico Fernandez avila,ecuesta@hotmail.com,+34825421566,27130.79,Sucursal Sur,Eliptica,Cardio,5,9
25330515,Jose Antonio Caceres Ros,ambrosiomontoya@roig-barbero.org,+34 723 011 244,38936.27,Sucursal Centro,Bicicleta fija,Spinning,5,9
24182214,Ariel de Lujan,agustinapinilla@hotmail.com,+34747605669,21328.62,Sucursal Centro,Pesas libres,Biceps,6,9
32909129,Camilo del Espada,mariselaalvarez@sedano-saldana.net,+34 921979806,16135.92,Sucursal Centro,Press banca,Fuerza explosiva,4,16
43428081,Martirio Granados Ramirez,hectorvara@almagro.es,+34744 59 12 01,30735.62,Sucursal Norte,Sentadillas,Piernas,5,16
21155073,Angelita Baquero-Rosello,pascual85@yahoo.com,+34811 622 260,17063.61,Sucursal Sur,Eliptica,Cardio,4,18
25448035,Jose Francisco Paredes-Villaverde,vicentallobet@gmail.com,+34 825998829,19863.41,Sucursal Norte,Press banca,Pectorales,6,11
24832733,Luciana Navas,lisandro80@pinto-benet.net,+34749987210,23772.02,Sucursal Centro,Dominadas,Espalda,3,19
35919607,Candido Bonilla Mancebo,tristan78@yahoo.com,+34 721 62 07 69,28192.5,Sucursal Norte,Bicicleta fija,Resistencia,6,16
24994086,Reyna Sancho-Campos,hvalls@hotmail.com,+34 634 82 68 45,25582.12,Sucursal Oeste,Dominadas,Espalda,6,16
34067538,Virgilio Eliseo Vaquero Pinol,vguerra@yahoo.com,+34733 82 76 33,36383.43,Sucursal Centro,Eliptica,Resistencia,6,17
42372539,Amaya Romeu Benavente,martin92@hotmail.com,+34702 914 935,30458.51,Sucursal Centro,Remo,Cardio,5,15
40923461,Maria Jose Aranda Gual,paula93@hotmail.com,+34 949 47 55 87,38897.85,Sucursal Sur,Eliptica,Resistencia,4,11
21737206,Anita Marina Franco Garrido,graciana50@gmail.com,+34736605054,22527.47,Sucursal Centro,Bicicleta fija,Calentamiento,5,14
29945836,Salome Ochoa-Bermudez,rnevado@alcalde.com,+34648 699 577,21778.99,Sucursal Este,Sentadillas,Resistencia,4,20
48906767,Salud Anguita Saenz,brigida26@hotmail.com,+34 950 981 210,19885.16,Sucursal Este,Cinta de correr,Velocidad,3,10
24334898,Lupe del Torrijos,laranydia@laguna-arregui.es,+34714 22 25 69,17293.86,Sucursal Sur,Pesas libres,Triceps,5,11
40461008,Yesica Oliveras Posada,dvives@gmail.com,+34 747055204,38954.96,Sucursal Norte,Bicicleta fija,Resistencia,4,14
47205983,Ines Linares,earco@escriva-bautista.es,+34 718523483,26391.57,Sucursal Oeste,Remo,Cardio,6,9
44975498,Modesto Jover-Pinilla,jpinol@naranjo-leon.com,+34 723 527 239,28355.3,Sucursal Centro,Remo,Cardio,5,16
37854522,Jose Francisco Carreras Torrents,pllopis@ballester.com,+34702713492,24822.53,Sucursal Sur,Sentadillas,Resistencia,5,16
45059615,Roman del Martinez,ruperta79@cabeza.es,+34718568624,34499.26,Sucursal Este,Sentadillas,Gluteos,3,11
30158613,Guadalupe Isidro Romeu Guillen,ricardo72@yahoo.com,+34707 230 139,39566.51,Sucursal Este,Cinta de correr,Velocidad,4,15
29997819,Adriana Carrera Ferran,regulo17@clavero-rio.com,+34 822 676 611,16890.68,Sucursal Sur,Dominadas,Espalda,4,18
44604237,Martirio Bueno Barrera,hozjose-luis@hotmail.com,+34 748173895,19065.35,Sucursal Oeste,Remo,Fuerza,3,15
21359095,Juan Pablo Leoncio Blasco Rossello,ivinas@hotmail.com,+34852752167,17667.02,Sucursal Oeste,Dominadas,Fuerza,3,13
24424629,Sabina de Benitez,saldanahumberto@gmail.com,+34661 49 88 71,19840.22,Sucursal Norte,Pesas libres,Triceps,6,17
24837408,Lola Arregui Tejero,asenjoconcepcion@yahoo.com,+34739 437 938,19655.56,Sucursal Este,Press banca,Pectorales,6,20
33992063,Pancho Jauregui Roman,sclemente@gmail.com,+34726 09 63 41,23119.6,Sucursal Centro,Sentadillas,Resistencia,6,11
41097427,Manuel Aranda Marti,duiliomanrique@hotmail.com,+34 740 336 123,26831.89,Sucursal Este,Press banca,Resistencia,5,15
49550963,Aura Cordoba Carbonell,mgisbert@conesa.es,+34 748 00 58 36,32891.88,Sucursal Sur,Sentadillas,Piernas,3,10
49583674,Joaquin Arcos Portero,merinosol@yahoo.com,+34 900 96 16 23,38943.72,Sucursal Centro,Pesas libres,Hombros,5,13
48414979,Reynaldo Sureda Cervera,andradezaida@hotmail.com,+34 873 475 854,25099.51,Sucursal Oeste,Dominadas,Biceps,3,17
42416892,Olga del Correa,cdiez@hotmail.com,+34 713 305 960,34220.42,Sucursal Norte,Pesas libres,Hombros,3,13
29508157,Damian Amilcar Clavero Barco,fbeltran@yahoo.com,+34 700 976 868,25354.28,Sucursal Oeste,Pesas libres,Triceps,6,16
41299296,Jacinto Pallarès-Nogueira,mtena@yahoo.com,+34953547110,17006.9,Sucursal Sur,Pesas libres,Triceps,6,12
25132936,Fabiana Morata Casas,abrilalberdi@gmail.com,+34 666 43 65 69,36841.01,Sucursal Norte,Eliptica,Cardio,6,15
32970532,Dionisia Gargallo Urrutia,torrentsjordan@cuellar.es,+34 629576942,22145.57,Sucursal Centro,Eliptica,Intervalos,6,12
32428094,Itziar Luz Aliaga,armaslola@canizares-iglesias.es,+34 718591511,33391.07,Sucursal Oeste,Bicicleta fija,Calentamiento,5,13
41242112,Eugenio Carrillo Valle,cristianaranda@guerra.es,+34 618420377,33351.7,Sucursal Oeste,Pesas libres,Hombros,6,17
26356922,Luis Miguel Barros Cabezas,pelayocarpio@yahoo.com,+34702 32 16 61,17773.79,Sucursal Este,Bicicleta fija,Resistencia,3,13
30956195,Melisa Palacio Roldan,reginabarral@pelaez-alsina.org,+34 712 774 660,17044.7,Sucursal Sur,Pesas libres,Biceps,4,20
41968374,Ovidio Atienza,folive@hotmail.com,+34 749 63 34 46,15616.41,Sucursal Este,Press banca,Resistencia,5,18
22920745,Basilio Maestre Mir,roviraleire@gmail.com,+34 627 338 935,36920.99,Sucursal Norte,Pesas libres,Hombros,3,8
46568903,Cintia Oller,bpelayo@yahoo.com,+34 995 47 57 63,39609.54,Sucursal Centro,Pesas libres,Biceps,4,17
45969203,Lino Casals Toro,adrian16@hotmail.com,+34 712647502,24345.73,Sucursal Este,Pesas libres,Triceps,4,19
21603552,Ascension Borras Galindo,margarita30@gmail.com,+34749923872,25504.2,Sucursal Sur,Pesas libres,Hombros,3,10
45020237,Timoteo Villena Talavera,cerverajosep@agustin.com,+34733 176 383,24009.38,Sucursal Norte,Remo,Cardio,4,13
40027299,Jacinto Zaragoza Aranda,vmuro@chaves-gutierrez.es,+34 669 761 573,19356.59,Sucursal Sur,Eliptica,Cardio,5,14
22014318,Pelayo Molina Mercader,isauragoicoechea@cadenas.org,+34707 04 75 50,26107.5,Sucursal Oeste,Remo,Fuerza,3,14
21078571,Iris Pellicer Alfonso,herviaalcides@iniguez-madrigal.es,+34 695 749 383,39455.45,Sucursal Centro,Eliptica,Resistencia,6,12
32755472,Eutropio Duran,adelaida94@yahoo.com,+34 734959629,16806.89,Sucursal Oeste,Bicicleta fija,Calentamiento,4,14
27933779,Sebastian de Vicens,herbertoleon@hotmail.com,+34992 998 920,39763.22,Sucursal Este,Bicicleta fija,Spinning,5,13
21643212,Ale Barbero Portillo,prudenciaescobar@ojeda-borras.org,+34904 459 406,33598.91,Sucursal Oeste,Cinta de correr,Velocidad,3,19
33069118,German Aroca Rico,emilia72@garate.com,+34 940 78 61 72,26772.92,Sucursal Sur,Remo,Fuerza,4,17
37024480,Zaira Pou Mendoza,tomas52@yahoo.com,+34717 118 902,20625.27,Sucursal Centro,Dominadas,Biceps,6,18
30547973,Piedad Zamora-Sevillano,abriltalavera@gmail.com,+34 845788193,28570.19,Sucursal Norte,Dominadas,Biceps,4,11
